|normal|no_clean
435|Check out editorials from across the country calling on senators to fill the Supreme Court vacancy: http:// ofa.bo/e5wp #DoYourJob|5.235
436|Editorial boards across the country are telling Senate leaders: #DoYourJob . pic.twitter.com/WUkeoDslbp|5.3066666666666675
437|Despite Judge Garland's qualifications, some Senate leaders still refuse to give him a hearing speak out: http:// ofa.bo/c5x9|5.2250000000000005
438|The uninsured rate just hit 9.1 percent the lowest ever recorded. http:// ofa.bo/a61L|4.88
439|Don't miss this: http:// ofa.bo/iACn pic.twitter.com/0Ud7rIqPa0|3.64
440|Thanks to the new #overtime rule, millions of hard-working Americans will have more economic security. pic.twitter.com/JHQRJEcsv9|5.8244444444444445
441|Stand up for middle-class workers add your name to support the Obama administration's new #overtime rule: http:// ofa.bo/fABk|5.637777777777779
442|Marriage equality? Affordable health care? Or economic progress? Tell him in person: http:// ofa.bo/fABW pic.twitter.com/F83AdfUC8H|5.905
443|Add your name if you support the Obama administration's new #overtime rule that expands protections for millions: http:// ofa.bo/a60O|5.452727272727273
444|LIVE: @VP Biden is speaking about the economy at @jenisicecreams headquarters in Ohio. http:// ofa.bo/iAC0|5.172499999999999
445|This is a big day for millions of middle-class workers. pic.twitter.com/CCzAOOjxda|5.757142857142857
446|LIVE: Senate Judiciary Democrats are holding a forum on Judge Merrick Garland. http:// ofa.bo/yUa|5.508
447|Here's your chance: Tell President Obama what you're most thankful for in person. http:// ofa.bo/yUS pic.twitter.com/lxFIDqbclW|5.872
448|Judge Garland's former clerks have a lot to say about his record, work-life balance, and more take a look: http:// ofa.bo/d5wm|5.306
449|Senate leaders are continuing to obstruct a fair hearing for Judge Garland help put the pressure on: http:// ofa.bo/b60r #DoYourJob|5.336363636363635
450|It's time for Senate leaders to put politics aside and fill the Supreme Court vacancy. #DoYourJob pic.twitter.com/UAhLXYqgTN|5.198
451|April was the seventh consecutive month of record-high temperatures. We need to #ActOnClimate . http:// ofa.bo/c5vH|5.0
452|Think Senate leaders should do their jobs and give Judge Garland a fair hearing? Add your name: http:// ofa.bo/c5vF #DoYourJob|5.792000000000001
453|LIVE: President Obama is speaking with @BuzzFeed about his #SCOTUS nominee, Judge Merrick Garland. http:// ofa.bo/c5vE|5.499999999999999
454|We need to lead this fight. #ActOnClimate pic.twitter.com/ArdxyYdCiN|5.29
455|Change happens because people like you fight to make it happen. pic.twitter.com/Y70kJkcrYH|5.391111111111111
456|Show your support for continued efforts to tackle climate change: http:// ofa.bo/b60k #ActOnClimate|5.472499999999998
457|Read more about the historic new standards in place to reduce methane pollution: http:// ofa.bo/gA9F|5.472
458|Senate leaders should listen to the American people. #DoYourJob pic.twitter.com/vArMxcZh5W|5.404000000000001
459|Say you support a fair #SCOTUS nomination process speak up now: http:// ofa.bo/xSJ#DoYourJob|6.2
460|Find out what Judge Merrick Garland's former clerks have to say about his record as a public servant: http:// ofa.bo/c5v4|5.201666666666667
461|Editorial boards are speaking up on the #SCOTUS vacancy. Here's what they're saying: http:// ofa.bo/b60Y #DoYourJob|5.379999999999999
462|Add your name if you support big steps forward in the fight to tackle climate change: http:// ofa.bo/z0TF #ActOnClimate|5.377142857142858
463|The Obama administration just finalized standards to cut methane pollution and improve public health. #ActOnClimate pic.twitter.com/nR2x8UqDM8|4.82
464|We can't afford to have a key part of our democracy understaffed. We need nine justices. #DoYourJob pic.twitter.com/UYkYFLoNr7|5.338333333333334
465|The Senate should give President Obama's Supreme Court nominee a fair hearing and an up-or-down vote. #DoYourJob https:// amp.twimg.com/v/7344acc3-b4f 3-4b9e-ab46-2d869b2ec73c  |5.694285714285714
466|Add your voice to the push for a fair Supreme Court nomination process: http:// ofa.bo/uRm #DoYourJob pic.twitter.com/0IEpNmu3X0|5.484444444444445
467|Here's where editorial boards across the country stand when it comes to the #SCOTUS vacancy: http:// ofa.bo/z0T2 #DoYourJob|5.238333333333334
468|Senate leaders: #DoYourJob and give Judge Garland the fair hearing he deserves. pic.twitter.com/sg3Zx4vzIM|5.823333333333334
469|Join the hundreds of thousands of people calling on Senate leaders to give Judge Garland a fair hearing: http:// ofa.bo/gA8l|5.693846153846154
470|Judge Garland has impeccable credentials he deserves a fair hearing from the Senate. #DoYourJob pic.twitter.com/vqtTB1J4hL|5.605714285714285
471|Add your name if you agree: We need a full Supreme Court bench for a functioning democracy. http:// ofa.bo/c5uT #DoYourJob|5.525454545454545
472|Partisan obstructionism shouldn't hold back our Supreme Court. #DoYourJob pic.twitter.com/Q7rRKyWlZc|5.199999999999999
473|President Obama has a message for @OFA supporters on the work ahead: http:// ofa.bo/e5uL|5.4624999999999995
474|"""This Mother s Day, say thank you. Say, 'I love you.'""  President Obama http:// ofa.bo/uRT"|7.12
475|Add your name if you think Senate leaders need to stop obstructing our Supreme Court: http:// ofa.bo/d5vs #DoYourJob|5.412
476|74 consecutive months more than six years of private-sector job growth. Let's keep up the progress. pic.twitter.com/igXXN83jCy|5.488571428571428
477|LIVE: President Obama is speaking about the economy and new steps to strengthen financial transparency. http:// ofa.bo/d5vq|5.340000000000001
478|The economy added 160,000 jobs in April a record-breaking 74 months of private-sector job growth.|5.434285714285714
479|President Obama just granted clemency to 58 men and women who've earned a second chance: http:// ofa.bo/iAAO #FixTheSystem|5.873333333333333
480|Say that Senate leaders should stop hiding behind excuses and give Judge Garland a fair hearing: http:// ofa.bo/jA69 #DoYourJob|5.138181818181819
481|Check out President Obama's latest message to @OFA supporters and volunteers: http:// ofa.bo/vSU|5.526666666666666
482|President Obama: When American workers and businesses compete on a level playing field, no one can beat us. http:// ofa.bo/uRJ|5.378333333333333
483|LIVE: President Obama is speaking at Northwestern High School in Flint, Michigan. http:// ofa.bo/b5zi|5.365
484|Retweet if you agree. #DoYourJob pic.twitter.com/WjTM07LRL4|5.45
485|Make your voice heard on a fair #SCOTUS nomination process add your name today: http:// ofa.bo/iAAL #DoYourJob|5.777777777777778
486|LIVE: President Obama honors the 2016 National Teacher of the Year. http:// ofa.bo/uRI|4.966666666666668
487|Good climate change policy and good economic policy can go hand in hand. #ActOnClimate pic.twitter.com/MEDMB870SP|5.5618181818181816
488|American workers deserve a trade agreement that works for them. Check out President Obama's op-ed on #TPP : http:// ofa.bo/jA5s|5.52
489|The United States just hit one million solar installations enough to power 5.5 million homes. #MillionSolarStrong|6.0875
490|Say you're one of the majority of Americans who want Senate leaders to give Judge Garland a fair hearing. http:// ofa.bo/a5ym #DoYourJob|5.524615384615386
491|Building a clean energy economy is a great way to #ActOnClimate for people across the country. pic.twitter.com/xfdVKh3Zhy|5.658461538461538
492|Read what editorial boards across the country have to say about the #SCOTUS vacancy: http:// ofa.bo/uRA|5.272727272727274
493|It's unacceptable for obstructionists in the Senate to play political games with the Supreme Court. Say you agree: http:// ofa.bo/d5vM|5.632
494|"""And with that, I just have two more words to say Obama out.""  President Obama at the #WHCD Don't miss this: http:// ofa.bo/z0SH"|5.348000000000001
495|"Watch ""Couch Commander"" President Obama at last night's #WHCD : http:// ofa.bo/vSA"|4.760000000000001
496|LIVE: President Obama is speaking at the #WHCD . http:// ofa.bo/hAGx|5.234999999999999
497|"Tune in at 8:00 p.m. ET to watch ""Comedian-in-Chief"" President Obama at the #WHCD : http:// ofa.bo/gA83"|5.160000000000001
498|"""Poll after poll shows a majority of Americans think Senate Republicans should do their job.""  President Obama http:// ofa.bo/fA9J"|5.522
499|In the weekly address, President Obama has a simple message for Senate Republicans: #DoYourJob . http:// ofa.bo/z0SB|5.4314285714285715
500|Senate leaders need to do their jobs and fill the #SCOTUS vacancy. #DoYourJob pic.twitter.com/ZGcyGEv2CS|5.426666666666667
501|Clean air makes for healthier and safer communities. #ActOnClimate pic.twitter.com/uuPdv41v0u|5.699999999999999
502|Hundreds of thousands of Americans are calling on Senate leaders to fill the #SCOTUS vacancy join them: http:// ofa.bo/fA8m|5.402000000000001
503|It's been more than 40 days since Judge Garland was nominated. Senate leaders: #DoYourJob . pic.twitter.com/RUBRebSJhZ|5.2700000000000005
504|Don't let climate change deniers jeopardize the progress we've made toward a safer, healthier future. Call them out: http:// ofa.bo/d5ue|5.683999999999999
505|Fighting climate change will save Americans money at the gas pump. #ActOnClimate pic.twitter.com/ePl93jLYTU|5.732499999999999
506|Add your name if you support global efforts to tackle climate change: http:// ofa.bo/fA8b|5.6
507|Watch Professor Obama take obstructionists in the Senate back to school with #SCOTUS 101. #DoYourJob http://www. snappytv.com/tc/1804682|5.3999999999999995
508|For the health of our children and grandchildren, we have to #ActOnClimate . pic.twitter.com/pJz7ODyr3p|5.860000000000001
509|The Senate should uphold its constitutional duty and give Judge Garland a fair hearing. Add your name if you agree: http:// ofa.bo/vQn|5.579999999999999
510|Watch: Professor Obama has a #SCOTUS lesson for obstructionists in the Senate. #DoYourJob http:// ofa.bo/hAFb|5.236666666666666
511|"""Not to let the Constitution function is totally irresponsible and it's never happened like this before.""   @VP https:// amp.twimg.com/v/2fa50a48-ce9 1-4811-8f56-5dd3b78bc8a1  "|5.239999999999999
512|Don't let climate change deniers derail progress show your support for bold action on climate change: http:// ofa.bo/uQC #ActOnClimate|5.7
513|The fight to tackle climate change took a big step on Friday with hundreds of countries signing the #ParisAgreement . pic.twitter.com/gk7BWRRBqA|5.275
514|ICYMI: The U.S. and more than 170 other nations just signed the #ParisAgreement  the first ever global climate deal. http:// ofa.bo/xPs|5.6450000000000005
515|We all play a part in helping to stop gun violence. Do your part  #WearOrange on June 2. https:// amp.twimg.com/v/43b27caf-351 6-43d6-9a0e-93c956048e13  |5.385454545454546
516|We're already seeing the effects of climate change. Denial is unacceptable. #ActOnClimate pic.twitter.com/k3sphu7KgC|5.437142857142858
517|Show your support for bold moves to combat climate change add your name: http:// ofa.bo/yRP #ActOnClimate|5.3533333333333335
518|Carbon pollution is the biggest contributor to climate change and President Obama is taking it head on. pic.twitter.com/lZlIAyD9UV|5.141818181818182
519|"""We have criminal justice policies, including unfair sentencing laws, that need to be reformed.""  President Obama http:// ofa.bo/iA8D"|4.920000000000001
520|In the weekly address, President Obama talks about his efforts to improve our criminal justice system. http:// ofa.bo/iA8C #FixTheSystem|5.330909090909091
521|"""From our family to yours, chag sameach.""  President Obama #Passover"|6.260000000000001
522|Happy #EarthDay . pic.twitter.com/grX8lqPkKI|
523|We can tackle climate change but it's going to take all of us working together. #ActOnClimate pic.twitter.com/LEvJFzebLA|5.436363636363636
524|Bold action on climate change matters. #ActOnClimate pic.twitter.com/fzKtmRyFCQ|5.725
525|Say you'll stand up for bold action to fight climate change: http:// ofa.bo/jA3W #ActOnClimate|5.277777777777778
526|The Paris Agreement is a big deal. #ActOnClimate pic.twitter.com/j75MzQKH0V|5.546666666666667
527|"""'A strong spirit transcends rules,' Prince once said and nobody's spirit was stronger, bolder, or more creative.""  President Obama"|5.86
528|President Obama is investing in a more sustainable future. #ActOnClimate pic.twitter.com/MbDFRg0QcP|5.656000000000001
529|We can't let climate change deniers derail progress say you stand for bold action: http:// ofa.bo/jA3P #ActOnClimate|5.359999999999999
530|Continuing to invest in clean energy like solar power is critical in the fight to #ActOnClimate . pic.twitter.com/wvIKlRDDOD|5.587142857142858
531|Last year, wind energy generated enough electricity to power 17.5 million homes: http:// ofa.bo/hAEb #ActOnClimate|6.192500000000001
532|Add your name to support bold action to combat climate change: http:// ofa.bo/jA3H #ActOnClimate|5.3755555555555565
533|Climate change is real and it's devastating communities across the country. We have #ActOnClimate now. pic.twitter.com/RD8EC74QXZ|5.3342857142857145
534|The wind energy industry keeps growing here's the latest on its record-setting year: http:// ofa.bo/a5w9 #ActOnClimate|5.73
535|Stand up today for a fair Supreme Court nomination process: http:// ofa.bo/c5rj #DoYourJob|5.993333333333333
536|Happy National Park Week. Go #FindYourPark today. http:// ofa.bo/gA5F pic.twitter.com/uTNnDkSw6O|
537|President Obama's #ImmigrationAction could have a big economic impact. pic.twitter.com/ss6UaGH8C3|5.632
538|Last month continued the streak of record-breaking global temperatures. http:// ofa.bo/yQm #ActOnClimate|5.226666666666667
539|This is unprecedented. #DoYourJob pic.twitter.com/bAo3uLvDtT|5.18
540|Show your support for a fair hearing and timely up-or-down vote for Judge Merrick Garland: http:// ofa.bo/e5qw #DoYourJob|5.724444444444444
541|Editorial boards are making their voices heard on the #SCOTUS nomination process. See what they're saying: http:// ofa.bo/yQd|5.41090909090909
542|Add your name if you think the Senate should give Judge Garland fair consideration: http:// ofa.bo/uOx pic.twitter.com/JjJMIwiEbF|5.795555555555556
543|See what editorial boards are saying about Senate leaders' refusal to give Judge Garland a fair hearing: http:// ofa.bo/uOq|5.496
544|This kind of Senate obstructionism is completely unprecedented. #DoYourJob pic.twitter.com/gPazJAImPi|5.925
545|Climate change means wildfires are now a continual threat in some parts of the country: http:// ofa.bo/wQo #ActOnClimate|5.049090909090908
546|LIVE: President Obama is delivering remarks at the #WHScienceFair . http:// ofa.bo/d5se|4.984999999999999
547|Tune in at 2:50 p.m. ET to watch President Obama speak at the #WHScienceFair : http:// ofa.bo/hADc|5.265714285714286
548|Judge Garland is highly qualified for the Supreme Court he deserves a hearing. http:// ofa.bo/xOn #DoYourJob pic.twitter.com/6D9Adjikoz|5.701428571428572
549|Read why having nine Supreme Court justices is critical for our judicial system: http:// ofa.bo/z0Pl #DoYourJob|5.1075
550|It's time. #EqualPayDay pic.twitter.com/VpcBDOHABW|
551|"""Improving gender equality would add at least $2.1 trillion to U.S. gross domestic product by 2025."" http:// ofa.bo/c5rC #EqualPayDay"|5.25090909090909
552|Retweet if you agree. #EqualPayDay pic.twitter.com/tOZuPJJsX5|5.45
553|Stand up for equal pay add your name now: http:// ofa.bo/fA5n #EqualPayDay|5.752
554|"""I'm here to say we will close the wage gap.""  President Obama #EqualPayDay http://www. snappytv.com/tc/1710484"|5.594999999999999
555|LIVE: President Obama is speaking about women's equality on #EqualPayDay . http:// ofa.bo/fA5j|5.863333333333333
556|Tune in at 11:25 a.m. ET to watch as President Obama designates a new national monument honoring women's equality: http:// ofa.bo/uOX|5.6288888888888895
557|Side by side. #NationalPetDay pic.twitter.com/nvursfUJqE|4.98
558|We cannot let political gridlock and dysfunction spread to our Supreme Court. pic.twitter.com/ieJPV45nK5|4.9399999999999995
559|It's time for the United States to #LeadOnLeave  show your support if you agree: http:// ofa.bo/fA5e|5.482500000000001
560|Retweet if you believe it's time for the United States to #LeadOnLeave . pic.twitter.com/8jsAkBBqzx|5.425000000000001
561|Speak up for a fair hearing for Judge Merrick Garland: http:// ofa.bo/gA4N #DoYourJob|5.766666666666667
562|This is unprecedented. #DoYourJob pic.twitter.com/kMdn564dCW|5.18
563|Add a comment if you agree: American workers shouldn't have to choose between their health and a paycheck. http:// ofa.bo/b5wE|5.43
564|Working families in America should have the basic security of paid sick leave. #LeadOnLeave pic.twitter.com/0jxbEnUUJg|5.444000000000001
565|If you think Judge Merrick Garland deserves a fair hearing and an up-or-down vote, add your name: http:// ofa.bo/jA21 #DoYourJob|5.790000000000001
566|LIVE: The President is at @UChicagoLaw discussing why Judge Garland deserves a fair hearing and an up-or-down vote. http:// ofa.bo/yPP|5.478
567|Tune in at 3:30 p.m. ET to watch President Obama speak about the #SCOTUS nomination process at @UChicagoLaw : http:// ofa.bo/e5ps|5.3660000000000005
568|Read what a former @UChicagoLaw student learned from Professor Obama: http:// ofa.bo/uOL pic.twitter.com/9DrfKTYIAS|5.54
569|Show your support for the proposal to expand paid sick leave add a comment today: http:// ofa.bo/hACx #LeadOnLeave|5.4399999999999995
570|The U.S. is the only advanced nation that doesn't guarantee paid sick leave it's time to change that. #LeadOnLeave pic.twitter.com/LoUwswnXLg|5.275384615384615
571|The Senate has more than enough time to give Judge Garland a fair up-or-down vote. #DoYourJob pic.twitter.com/ybHNMwMWLm|5.675555555555556
572|Add your voice to the thousands calling on Senate leaders to give Judge Merrick Garland a fair hearing: http:// ofa.bo/hACu #DoYourJob|5.696666666666666
573|If we don't #ActOnClimate now, the sea level could rise by more than six feet by the end of the century: http:// ofa.bo/uOB|5.329411764705884
574|Clean energy currently employs 2.5 million people in the United States. Check it out: http:// ofa.bo/gA3q #ActOnClimate|5.942857142857142
575|Ten million workers in California and New York now have better economic security: http:// ofa.bo/iA5v #RaiseTheWage|5.995
576|LIVE: President Obama is delivering a statement on the economy. http:// ofa.bo/z0Oh|5.244
577|Tune in at 12:15 p.m. ET to watch President Obama deliver a statement about the economy: http:// ofa.bo/z0Og|5.32888888888889
578|"""Supreme Court struggles with just eight justices."" http:// ofa.bo/iA5L #DoYourJob"|5.593333333333334
579|An overwhelming majority of Americans want a fair #SCOTUS nomination process add your name if you're one of them: http:// ofa.bo/c5pv|5.546666666666667
580|Judge Merrick Garland received bipartisan support in the past. Today should be no different. #DoYourJob pic.twitter.com/4S4E2x8RZk|5.38
581|Stay informed and get the facts with the @OFA Truth Team: http:// ofa.bo/c5pj pic.twitter.com/ypohneIQcS|5.58
582|Our economy is making real progress, but we have to keep fighting to make sure that it works for everybody. pic.twitter.com/i10j4c9dTo|5.329411764705881
583|"""Another encouraging jobs report,"" as the longest streak of private-sector job growth on record continues. http:// ofa.bo/hABd"|5.738181818181818
584|The United States of America has the strongest, most durable economy in the world and it's getting better. pic.twitter.com/mCyYWccvf5|5.193333333333333
585|The economy added 215,000 jobs in March a record-breaking 73 months of private-sector job growth.|5.434285714285714
586|This is it your last chance to win a free trip to Chicago to meet James Taylor: http:// ofa.bo/c5pK pic.twitter.com/y8BYvl0HIb|5.909090909090909
587|DEADLINE: Chip in to support this grassroots movement before midnight tonight. http:// ofa.bo/iA4n pic.twitter.com/DJDHZQMMWn|5.6000000000000005
588|You've got a friend that wants to meet James Taylor? Enter today and you could both be heading to Chicago: http:// ofa.bo/jA0f|5.7040000000000015
589|Marriage equality. Obamacare. A global climate agreement. Push for more progress: http:// ofa.bo/d5qT pic.twitter.com/OFqJ3OUjoM|5.8149999999999995
590|Get weekly updates on everything from the #SCOTUS nomination process to climate change: http:// ofa.bo/c5pE pic.twitter.com/Ms5hVDn8se|5.554
591|Calling all supporters the fundraising deadline is here. Do your part to chip in: http:// ofa.bo/hABU pic.twitter.com/md6ajk1oki|5.148571428571429
592|Enjoy the tunes of James Taylor in Chicago this summer enter before tomorrow's deadline: http:// ofa.bo/c5pC pic.twitter.com/hhhBdEhfzq|5.474285714285714
593|Time's almost up. Pitch in before the deadline: http:// ofa.bo/iA4a pic.twitter.com/lKZxwjirge|5.07
594|Tell Senate leaders to do their jobs and give Judge Garland a fair hearing: http:// ofa.bo/hABK #DoYourJob pic.twitter.com/uequq6N7pl|5.7844444444444445
595|Make a play before the big fundraising deadline tomorrow pitch in now: http:// ofa.bo/z0Nx pic.twitter.com/fDbZmlBGGz|5.422857142857143
596|A free flight to Chicago. A free hotel room. Tickets to see the legendary James Taylor. Enter now: http:// ofa.bo/iA49|6.142500000000002
597|Start your engines the big fundraising deadline is coming up. Chip in: http:// ofa.bo/c5oq pic.twitter.com/v7tSjLAct9|5.3
598|Ever met a music legend? Here's your chance meet James Taylor in Chicago this summer: http:// ofa.bo/z0Nc pic.twitter.com/Q0EyXlAXA4|5.873333333333334
599|Judge Merrick Garland deserves fair consideration from the Senate: http:// ofa.bo/xMg #DoYourJob pic.twitter.com/IljdAUY3qB|5.824
600|Read President Obama's op-ed on why Judge Merrick Garland deserves a Senate hearing: http:// ofa.bo/b5tz #DoYourJob|5.324
601|Judge Garland deserves a fair hearing. pic.twitter.com/SZPqoMUI5t|6.026666666666667
602|Add your name for a chance to see James Taylor perform live in Chicago this summer: http:// ofa.bo/fA24 pic.twitter.com/EhvQXqDcmI|5.741818181818183
603|LIVE: President Obama and @FLOTUS are participating in the annual White House #EasterEggRoll . http:// ofa.bo/wNI|5.228
604|"""We wish all who celebrate a blessed and joyful Easter.""  President Obama pic.twitter.com/sSls4YLCYe"|6.345714285714286
605|"""Michelle and I join our fellow Christians in observing Good Friday and celebrating Easter this weekend.""  President Obama #GoodFriday"|5.8500000000000005
606|Follow @WeNeedNine for updates on the fight to fill the Supreme Court vacancy. #FF|5.032500000000001
607|Tell Senate leaders to do their jobs and give Judge Garland a fair hearing: http:// ofa.bo/uLa #DoYourJob pic.twitter.com/3hWl3k4gla|5.7844444444444445
608|Judge Garland is a highly qualified nominee to fill the #SCOTUS vacancy. Senators, it's time to #DoYourJob . pic.twitter.com/6V9uT2j7GK|5.509
609|"""I believe Judge Garland is exactly the kind of judge we need on the Supreme Court.""  President Obama http:// ofa.bo/e5mg #DoYourJob"|5.610909090909092
610|Judge Garland deserves fair consideration from the Senate. #DoYourJob pic.twitter.com/gKTzocthGh|5.824
611|Join @OFA in calling on Senate leaders to give Judge Garland a fair hearing and a timely vote: http:// ofa.bo/wN5 #DoYourJob|5.698181818181819
612|The support for a fair hearing for Judge Garland is growing. #DoYourJob pic.twitter.com/qFYf3senWM|5.725714285714285
613|LIVE: @VP Biden is urging the Senate to give Judge Merrick Garland a fair hearing and timely up-or-down vote. http:// ofa.bo/z0MV|5.615
614|Tune in at 12:30 p.m. ET to see @VP Biden speak about why fair consideration for Judge Garland is so important: http:// ofa.bo/c5n2|5.503333333333334
615|It's a paws-itively beautiful day. #NationalPuppyDay pic.twitter.com/dRY9SdgpHe|6.58
616|Obamacare: Giving young adults (and their parents) peace of mind since 2010. pic.twitter.com/StT3XzFVGB|6.017142857142858
617|Obamacare is here to stay. pic.twitter.com/sgHCIYtn5w|5.213333333333334
618|20 million Americans covered: 9 in 10 Americans now have health insurance: Lowest uninsured rate on record: pic.twitter.com/xTyZt3aa82|6.102857142857142
619|On the sixth anniversary of #Obamacare , stand with @OFA and say you'll keep fighting for affordable health care: http:// ofa.bo/yMX|5.407692307692307
620|Want to meet James Taylor in Chicago? Enter today for your chance: http:// ofa.bo/iA25 pic.twitter.com/Aql1tqH2Ba|5.6499999999999995
621|Judge Merrick Garland deserves fair consideration from the Senate. #DoYourJob pic.twitter.com/9LteYSfKpo|5.824
622|Tell Senate leaders: Your constituents expect you to #DoYourJob . http:// ofa.bo/c5m6 pic.twitter.com/qdeP1x3QTC|5.706666666666667
623|"""Give Judge Garland the respect he has earned. Give him a hearing. Give him an up-or-down vote.""  President Obama http:// ofa.bo/j9yP"|5.51
624|In the weekly address, President Obama urges the Senate to give Judge Garland a fair hearing and timely vote: http:// ofa.bo/yM8|5.557777777777778
625|Read from @business editorial board on why Judge Merrick Garland deserves a fair hearing: http:// ofa.bo/fA0m|5.4875
626|Check out how @OFA supporters are calling for a fair #SCOTUS hearing and timely up-or-down vote: http:// ofa.bo/fA0l|5.486
627|Retweet if you believe Judge Merrick Garland deserves fair consideration. #DoYourJobFriday pic.twitter.com/NYvoxcFO8H|6.088
628|Make your voice heard on a fair #SCOTUS nomination process for Judge Merrick Garland: http:// ofa.bo/d5nJ|5.704444444444444
629|Happy #StPatricksDay . pic.twitter.com/VuguIeyUO1|
630|Yesterday President Obama revealed his March Madness bracket. Check it out: http:// ofa.bo/g9zF #Baracketology|5.6433333333333335
631|President Obama took his constitutional duty seriously and nominated a well qualified #SCOTUSnominee . pic.twitter.com/zTOKXgLnj8|5.503333333333334
632|Judge Garland is a qualified #SCOTUSnominee with past bipartisan approval show your support: http:// ofa.bo/z0L8 pic.twitter.com/MHhTEoewLn|5.528333333333333
633|Judge Merrick Garland deserves a fair hearing and a timely vote. #SCOTUSnominee pic.twitter.com/raFkOw5N3C|5.726666666666667
634|HAPPENING NOW: President Obama is announcing his nominee to fill the #SCOTUS vacancy. http:// ofa.bo/z0Ko|5.279999999999999
635|Tune in at 11 a.m. ET to watch President Obama announce his #SCOTUSnominee : http:// ofa.bo/a5pV|5.386666666666667
636|Senate leaders shouldn't hold up the Supreme Court nomination process sign the petition: http:// ofa.bo/d5mU|5.385714285714286
637|These editorials explain why the Senate must do its job and hold fair #SCOTUS nomination hearings: http:// ofa.bo/vKK #DoYourJob|5.525000000000001
638|This February was so hot that it shattered global records. Check it out: http:// ofa.bo/b5qo #ActOnClimate|4.91
639|There's a lot of misinformation out there help spread the facts with the @OFA Truth Team: http:// ofa.bo/c5kt pic.twitter.com/MrkBKYeCnm|5.311111111111111
640|Happy #PiDay . pic.twitter.com/gDZPJwKFk7|
641|By a margin of nearly 2-to-1, Americans believe the Senate should hold hearings on a #SCOTUS nominee: http:// ofa.bo/d5mM|5.300000000000001
642|Refusing to even meet with a #SCOTUS nominee has no basis in the Constitution. #DoYourJob pic.twitter.com/5xqIrZVLqj|5.242
643|If you think the Senate should give President Obama's #SCOTUS nominee a fair hearing, add your name: http:// ofa.bo/vKD #DoYourJob|5.877777777777778
644|LIVE: President Obama is participating in a #SXSW2016 panel on civic engagement and technology. http:// ofa.bo/a5p4|5.417142857142857
645|The Senate should fairly consider a #SCOTUS nominee sign the petition if you agree: http:// ofa.bo/vJm pic.twitter.com/UmjWwD7sQw|5.375000000000001
646|Not caught up on the Supreme Court vacancy? Read what editorial boards around the country are saying: http:// ofa.bo/vJe #DoYourJob|5.234545454545454
647|The United States and Canada are joining together to reduce methane pollution. Read more: http:// ofa.bo/e5iz #ActOnClimate|5.423333333333333
648|Refusing to hold a hearing on a presidential nominee is unprecedented. Tell Senate leaders: #DoYourJob http:// ofa.bo/wKP|5.4575
649|Senators on the Judiciary Committee have demanded a vote on judicial nominees 90 times. Here's a list: http:// ofa.bo/a5oO #DoYourJob|5.253333333333334
650|"""Under my chairmanship, every Supreme Court nominee was given a hearing and a vote in the Judiciary Committee.""   @VP http:// ofa.bo/c5jb"|5.449090909090909
651|Add your name if you think the Senate should do its job: http:// ofa.bo/i9yw #DoYourJob pic.twitter.com/DNxgqTSRTN|5.486666666666667
652|"""Senate needs to think and vote."" See what editorials boards are saying about the Supreme Court nomination: http:// ofa.bo/uIf"|5.234545454545455
653|The President is going to nominate a qualified Supreme Court Justice tell Senate leaders to do their jobs: http:// ofa.bo/xIl|5.489999999999999
654|From @VP Biden: Why the Senate shouldn't hold back the #SCOTUS nomination process. http:// ofa.bo/i9yd|5.1433333333333335
655|We've come a long way on women's equality, but there's still so much work to be done. #InternationalWomensDay pic.twitter.com/bqi94Ao2iV|5.304285714285716
656|"""U.S. solar seems poised for not just a record year but perhaps a blowout year."" Get the numbers: http:// ofa.bo/c5iv #ActOnClimate"|5.201666666666668
657|"""If Selma taught us anything, it s that our work is never done.""  President Obama #Selma51 pic.twitter.com/MoaVS02Crw"|5.285714285714286
658|Refusing to hold hearings for a president's #SCOTUS nominee has never happened before. pic.twitter.com/G7knZPAy7x|4.931111111111111
659|There is no excuse to delay the #SCOTUS nomination add your name to @OFA 's petition if you agree: http:// ofa.bo/hA5u|4.887692307692308
660|Most Americans agree that the Senate should do its job and give the #SCOTUS nominee a fair hearing: http:// ofa.bo/xII #DoYourJob|5.623333333333334
661|A well-qualified #SCOTUS nominee deserves a fair hearing and a timely up-or-down vote. http:// ofa.bo/xI6 #DoYourJob|5.726666666666667
662|Take a look at what editorial boards across the country think of the Senate refusing to do its job: http:// ofa.bo/j9uA #DoYourJob|5.268000000000001
663|It's the Senate's duty to fairly consider the President's #SCOTUS nominee and there's plenty of time to do so. pic.twitter.com/X8kMjL1pdc|5.426666666666667
664|February's 242,000 new jobs mean the American economy has been creating jobs for six straight years. http:// ofa.bo/z0Ic|5.505
665|The American economy continues its comeback. pic.twitter.com/5RZ5lB6AUV|5.0
666|The economy added 242,000 jobs in February a record-breaking six straight years of private-sector job growth.|5.506666666666667
667|The majority of Americans agree that President Obama should nominate someone to fill the #SCOTUS vacancy: http:// ofa.bo/uHZ|5.40888888888889
668|LIVE: President Obama is celebrating Milwaukee's victory in the Healthy Communities Challenge. http:// ofa.bo/d5hz|6.328
669|Sign the petition join the thousands of voices speaking up for a fair Supreme Court nomination process: http:// ofa.bo/vHF #DoYourJob|5.656363636363637
